count,word,rank
3,irregular,1358.0
3,provide,1358.0
3,bare,1358.0
3,copy,1358.0
3,sanitation,1358.0
3,lame,1358.0
3,movement,1358.0
3,recognized,1358.0
3,suffering,1358.0
3,nonexistent,1358.0
3,citizen,1358.0
3,resulting,1358.0
3,or,1358.0
3,simply,1358.0
3,managementa,1358.0
3,occasion,1358.0
3,missed,1358.0
3,greedy,1358.0
3,punishment,1358.0
3,enviorment,1358.0
3,own,1358.0
3,retail,1358.0
3,followed,1358.0
3,slot,1358.0
3,opposite,1358.0
3,picked,1358.0
3,filled,1358.0
3,file,1358.0
3,customerssome,1358.0
3,illegally,1358.0
3,aren’t,1358.0
3,thought,1358.0
3,have,1358.0
3,luck,1358.0
3,threaten,1358.0
3,water,1358.0
3,cliquey,1358.0
2,jobmanagement,1803.5
2,game,1803.5
2,punch,1803.5
2,painful,1803.5
2,continue,1803.5
2,customersnot,1803.5
2,special,1803.5
2,war,1803.5
2,disabled,1803.5
2,robot,1803.5
2,automatically,1803.5
2,assaulted,1803.5
2,agree,1803.5
2,routine,1803.5
2,200,1803.5
2,apparently,1803.5
2,bipolar,1803.5
2,understaffing,1803.5
2,runner,1803.5
2,circumstance,1803.5
2,headache,1803.5
2,apply,1803.5
2,cow,1803.5
2,daughter,1803.5
2,allot,1803.5
2,unmannerly,1803.5
2,dealt,1803.5
2,more,1803.5
2,wiping,1803.5
2,cranky,1803.5
2,passion,1803.5
2,noisy,1803.5
2,now,1803.5
2,seemingly,1803.5
2,littlest,1803.5
2,newbie,1803.5
2,dining,1803.5
2,825,1803.5
2,reasonable,1803.5
2,equally,1803.5
2,atrocious,1803.5
2,2x,1803.5
2,administration,1803.5
2,prevent,1803.5
2,continuous,1803.5
2,sweating,1803.5
2,cuz,1803.5
2,undesirable,1803.5
2,motivation,1803.5
2,unacceptable,1803.5
2,dope,1803.5
2,mom,1803.5
2,oh,1803.5
2,friendliest,1803.5
2,stomach,1803.5
2,other,1803.5
2,frustration,1803.5
2,sweat,1803.5
2,customersmanagement,1803.5
2,most,1803.5
2,frying,1803.5
2,corrupt,1803.5
2,firing,1803.5
2,725,1803.5
2,workersno,1803.5
2,pot,1803.5
2,female,1803.5
2,converse,1803.5
2,earth,1803.5
2,scar,1803.5
2,conditioning,1803.5
2,brain,1803.5
2,buy,1803.5
2,flexable,1803.5
2,galore,1803.5
2,600,1803.5
2,regularly,1803.5
2,unlucky,1803.5
2,eachother,1803.5
2,smoke,1803.5
2,addict,1803.5
2,wanna,1803.5
2,note,1803.5
2,involving,1803.5
2,handled,1803.5
2,pushing,1803.5
2,j,1803.5
2,star,1803.5
2,accused,1803.5
2,outsourced,1803.5
2,updated,1803.5
2,guilty,1803.5
2,minimize,1803.5
2,ride,1803.5
2,oily,1803.5
2,010,1803.5
2,wild,1803.5
2,form,1803.5
2,restructuring,1803.5
2,dread,1803.5
2,violent,1803.5
2,mother,1803.5
2,910,1803.5
2,am,1803.5
2,wellbeing,1803.5
2,slide,1803.5
2,mundane,1803.5
2,89,1803.5
2,slip,1803.5
2,shuffled,1803.5
2,legal,1803.5
2,blaming,1803.5
2,th,1803.5
2,1st,1803.5
2,decrease,1803.5
2,cheated,1803.5
2,sheet,1803.5
2,handful,1803.5
2,nerve,1803.5
2,lacked,1803.5
2,swept,1803.5
2,nosy,1803.5
2,outlook,1803.5
2,protection,1803.5
2,mcdonald,1803.5
2,slower,1803.5
2,scholarship,1803.5
2,sweatypeople,1803.5
2,compensated,1803.5
2,staying,1803.5
2,consequence,1803.5
2,hanging,1803.5
2,nonsense,1803.5
2,hoursworking,1803.5
2,colleague,1803.5
2,consider,1803.5
2,soda,1803.5
2,tow,1803.5
2,temper,1803.5
2,unskilled,1803.5
2,promotes,1803.5
2,smoking,1803.5
2,plenty,1803.5
2,held,1803.5
2,babysitter,1803.5
2,dedicate,1803.5
2,switch,1803.5
2,salad,1803.5
2,select,1803.5
2,then,1803.5
2,originally,1803.5
2,48,1803.5
2,n,1803.5
2,lined,1803.5
2,70,1803.5
2,sucky,1803.5
2,subtract,1803.5
2,requirement,1803.5
2,13,1803.5
2,wake,1803.5
2,365,1803.5
2,fall,1803.5
2,progression,1803.5
2,horribly,1803.5
2,discouraged,1803.5
2,beg,1803.5
2,date,1803.5
2,facility,1803.5
2,mental,1803.5
2,passed,1803.5
2,mouse,1803.5
2,egg,1803.5
2,reward,1803.5
2,third,1803.5
2,sarcastic,1803.5
2,extended,1803.5
2,vi,1803.5
2,assist,1803.5
2,harshly,1803.5
2,del,1803.5
2,berated,1803.5
2,heck,1803.5
2,customersthe,1803.5
2,possibility,1803.5
2,acting,1803.5
2,60,1803.5
2,catching,1803.5
2,menial,1803.5
2,cared,1803.5
2,chicago,1803.5
2,havr,1803.5
2,financially,1803.5
2,untill,1803.5
2,fulfilling,1803.5
2,tray,1803.5
2,america,1803.5
2,submitted,1803.5
2,accusation,1803.5
2,district,1803.5
2,male,1803.5
2,rumor,1803.5
2,aleast,1803.5
2,extreme,1803.5
2,ph,1803.5
2,efficient,1803.5
2,hq,1803.5
2,retain,1803.5
2,pancake,1803.5
2,crowd,1803.5
2,2016,1803.5
2,hypocritical,1803.5
2,insulting,1803.5
2,threw,1803.5
2,gaining,1803.5
2,accidentally,1803.5
2,23,1803.5
2,75,1803.5
2,8am,1803.5
2,trap,1803.5
2,rare,1803.5
2,cussing,1803.5
2,dislike,1803.5
2,prone,1803.5
2,ignored,1803.5
2,east,1803.5
2,superior,1803.5
2,quiet,1803.5
2,visit,1803.5
2,drivethrough,1803.5
2,consuming,1803.5
2,manual,1803.5
2,ie,1803.5
2,disrespected,1803.5
2,survive,1803.5
2,buying,1803.5
2,lettuce,1803.5
2,entitled,1803.5
2,disliked,1803.5
2,juggle,1803.5
2,thank,1803.5
2,stereotype,1803.5
2,private,1803.5
2,obnoxious,1803.5
2,smoother,1803.5
2,commute,1803.5
2,advertise,1803.5
2,meager,1803.5
2,brings,1803.5
2,fattening,1803.5
2,cheeseburger,1803.5
2,opener,1803.5
2,interact,1803.5
2,walmart,1803.5
2,continual,1803.5
2,chronic,1803.5
2,inventory,1803.5
2,director,1803.5
2,joint,1803.5
2,ago,1803.5
2,size,1803.5
2,youno,1803.5
2,awhile,1803.5
2,thins,1803.5
2,complains,1803.5
2,arise,1803.5
2,chose,1803.5
2,decide,1803.5
2,negativity,1803.5
2,according,1803.5
2,sanitize,1803.5
2,oriented,1803.5
2,fell,1803.5
2,season,1803.5
2,discrimination,1803.5
2,discipline,1803.5
2,resort,1803.5
2,randomly,1803.5
2,arm,1803.5
2,tip,1803.5
2,consideration,1803.5
2,unfairly,1803.5
2,clueless,1803.5
2,itself,1803.5
2,reliable,1803.5
2,username,1803.5
2,lied,1803.5
2,tired,1803.5
2,teaching,1803.5
2,worn,1803.5
2,apron,1803.5
2,pant,1803.5
2,prevalent,1803.5
2,abused,1803.5
2,managementvery,1803.5
2,discounted,1803.5
2,cycle,1803.5
2,vicious,1803.5
2,exceed,1803.5
2,carry,1803.5
2,samenever,1803.5
2,were,1803.5
2,peoplehave,1803.5
2,irresponsible,1803.5
2,crewbad,1803.5
2,technique,1803.5
2,ex,1803.5
2,smelled,1803.5
2,hearing,1803.5
2,indecent,1803.5
2,hoursmanagers,1803.5
2,peer,1803.5
2,fill,1803.5
2,toilet,1803.5
2,6pm,1803.5
2,4am12pm,1803.5
2,danger,1803.5
2,repeatedly,1803.5
2,behavior,1803.5
2,associated,1803.5
2,improper,1803.5
2,belittling,1803.5
2,between,1803.5
2,stated,1803.5
2,clocked,1803.5
2,earlier,1803.5
2,vegan,1803.5
2,frustrated,1803.5
2,customersrude,1803.5
2,smallest,1803.5
2,dropped,1803.5
2,unsatisfied,1803.5
2,perform,1803.5
2,earn,1803.5
2,credit,1803.5
2,unit,1803.5
2,comment,1803.5
2,tension,1803.5
2,history,1803.5
2,ha,1803.5
2,monday,1803.5
2,wont,1803.5
2,suddenly,1803.5
2,isnt,1803.5
2,pulled,1803.5
2,screwed,1803.5
2,qualification,1803.5
2,accuracy,1803.5
2,insulted,1803.5
2,wet,1803.5
2,slipping,1803.5
2,hazard,1803.5
2,surgery,1803.5
2,customersi,1803.5
2,emergency,1803.5
2,–,1803.5
2,included,1803.5
2,callins,1803.5
2,attitudeslet,1803.5
2,longerbad,1803.5
2,attuideoh,1803.5
2,attuides,1803.5
2,liar,1803.5
2,hospital,1803.5
2,thus,1803.5
2,alike,1803.5
2,shower,1803.5
2,managementtoo,1803.5
2,satisfied,1803.5
2,original,1803.5
2,profit,1803.5
2,disregarded,1803.5
2,both,1803.5
2,waste,1803.5
2,comparison,1803.5
2,smart,1803.5
2,slows,1803.5
2,cockroach,1803.5
2,liked,1803.5
2,shoulder,1803.5
2,dysfunctional,1803.5
2,franchisees,1803.5
2,fighting,1803.5
2,850,1803.5
2,clear,1803.5
2,drastically,1803.5
2,development,1803.5
2,music,1803.5
2,unsanitary,1803.5
2,poverty,1803.5
2,burden,1803.5
2,liking,1803.5
2,awkward,1803.5
2,fridge,1803.5
2,stimulating,1803.5
2,micromanaging,1803.5
2,thorough,1803.5
2,any,1803.5
2,same,1803.5
2,managementno,1803.5
2,ungrateful,1803.5
2,messing,1803.5
2,intake,1803.5
2,17,1803.5
2,expendable,1803.5
2,bi,1803.5
2,verbal,1803.5
2,appropriate,1803.5
2,invironment,1803.5
2,local,1803.5
2,scene,1803.5
2,piece,1803.5
2,highschool,1803.5
2,faulty,1803.5
2,stretched,1803.5
2,grunt,1803.5
2,written,1803.5
2,unappreciative,1803.5
2,ceo,1803.5
2,trickle,1803.5
2,tends,1803.5
2,gained,1803.5
2,stolen,1803.5
2,house,1803.5
2,unbalanced,1803.5
2,tech,1803.5
2,overly,1803.5
2,regarding,1803.5
2,nightmare,1803.5
2,highstress,1803.5
2,remember,1803.5
2,creates,1803.5
2,computer,1803.5
2,respectful,1803.5
2,user,1803.5
2,mouth,1803.5
2,regulation,1803.5
2,unrewarding,1803.5
2,18,1803.5
2,navigate,1803.5
2,equal,1803.5
2,screwing,1803.5
2,verry,1803.5
2,aligned,1803.5
2,insanely,1803.5
2,slacked,1803.5
2,stingy,1803.5
2,consumer,1803.5
2,ideal,1803.5
2,easiest,1803.5
2,began,1803.5
2,transfer,1803.5
2,moron,1803.5
2,slick,1803.5
2,factor,1803.5
2,unruly,1803.5
2,quarter,1803.5
2,challenging,1803.5
2,unmotivated,1803.5
2,proud,1803.5
2,tense,1803.5
2,amazing,1803.5
2,chill,1803.5
2,innovation,1803.5
2,vibe,1803.5
2,underappreciated,1803.5
2,upmoney,1803.5
2,completed,1803.5
2,travel,1803.5
2,payeasy,1803.5
2,nuisance,1803.5
2,obesity,1803.5
2,fan,1803.5
2,necessarily,1803.5
2,downtown,1803.5
2,regard,1803.5
2,accordingly,1803.5
2,smelt,1803.5
2,technology,1803.5
2,unqualified,1803.5
2,considerate,1803.5
2,largely,1803.5
2,pit,1803.5
2,somebody,1803.5
2,forth,1803.5
2,payment,1803.5
2,protocol,1803.5
2,unwilling,1803.5
2,unreliable,1803.5
2,backup,1803.5
2,midday,1803.5
2,acted,1803.5
2,listening,1803.5
2,seniority,1803.5
2,babysit,1803.5
2,prospect,1803.5
2,soul,1803.5
2,selling,1803.5
2,ahead,1803.5
2,error,1803.5
2,awake,1803.5
2,inpossibly,1803.5
2,discussing,1803.5
2,c,1803.5
2,tried,1803.5
2,confronted,1803.5
2,capable,1803.5
2,traffic,1803.5
2,layer,1803.5
2,225,1803.5
2,unnoticed,1803.5
2,cursing,1803.5
2,turmoil,1803.5
2,houralso,1803.5
2,janitor,1803.5
2,creating,1803.5
2,caring,1803.5
2,easynot,1803.5
2,occur,1803.5
2,count,1803.5
2,whats,1803.5
2,man,1803.5
2,parent,1803.5
2,repect,1803.5
2,outstanding,1803.5
2,uncertainty,1803.5
2,dependent,1803.5
2,distributed,1803.5
2,unevenly,1803.5
2,ordinary,1803.5
2,wide,1803.5
2,hung,1803.5
2,yearly,1803.5
2,patron,1803.5
2,political,1803.5
2,meant,1803.5
2,payroll,1803.5
2,babysitting,1803.5
2,variety,1803.5
2,advancing,1803.5
2,lounge,1803.5
2,asian,1803.5
2,spend,1803.5
2,advancment,1803.5
2,requesting,1803.5
2,prep,1803.5
2,usual,1803.5
2,turned,1803.5
2,disappointed,1803.5
2,accommodate,1803.5
2,attendance,1803.5
2,inherent,1803.5
2,ladder,1803.5
2,enviornment,1803.5
2,unclear,1803.5
2,unpredictable,1803.5
2,unproffesional,1803.5
2,irresponsibility,1803.5
2,st,1803.5
2,sell,1803.5
2,injured,1803.5
2,earned,1803.5
2,deserved,1803.5
2,damn,1803.5
2,woking,1803.5
2,depend,1803.5
2,advice,1803.5
2,saturday,1803.5
2,hierarchy,1803.5
2,mall,1803.5
2,emotionally,1803.5
2,haunt,1803.5
2,language,1803.5
2,bar,1803.5
2,wing,1803.5
2,reckless,1803.5
2,reflected,1803.5
2,step,1803.5
2,shy,1803.5
2,weather,1803.5
2,encouragement,1803.5
2,liveable,1803.5
2,valued,1803.5
2,horrid,1803.5
2,similar,1803.5
2,ceiling,1803.5
2,150,1803.5
2,finding,1803.5
2,length,1803.5
2,btw,1803.5
2,under,1803.5
2,california,1803.5
2,funny,1803.5
